0,729,401.3488372
1,736.1590909,411.5813954
2,743.3181818,421.8139535
3,750.4772727,432.0465116
4,757.6363636,442.2790698
5,764.7954545,452.5116279
6,771.9545455,462.744186
7,779.1136364,472.9767442
8,786.2727273,483.2093023
9,793.4318182,493.4418605
10,800.5909091,503.6744186
11,807.75,513.9069767
12,814.9090909,524.1395349
13,822.0681818,534.372093
14,829.2272727,544.6046512
15,836.3863636,554.8372093
16,843.5454545,565.0697674
17,850.7045455,575.3023256
18,857.8636364,585.5348837
19,865.0227273,595.7674419
20,872.1818182,606
21,879.3409091,616.2325581
22,886.5,626.4651163
23,893.6590909,636.6976744
24,900.8181818,646.9302326
25,907.9772727,657.1627907
26,915.1363636,667.3953488
27,922.2954545,677.627907
28,929.4545455,687.8604651
29,936.6136364,698.0930233
30,943.7727273,708.3255814
31,950.9318182,718.5581395
32,958.0909091,728.7906977
33,965.25,739.0232558
34,972.4090909,749.255814
35,979.5681818,759.4883721
36,986.7272727,769.7209302
37,993.8863636,779.9534884
38,1001.045455,790.1860465
39,1008.204545,800.4186047
40,1015.363636,810.6511628
41,1022.522727,820.8837209
42,1029.681818,831.1162791
43,1036.840909,841.3488372
44,1044,851.5813953
45,1038.125,861.8139535
46,1032.25,872.0465116
47,1026.375,882.2790698
48,1020.5,892.5116279
49,1014.625,902.744186
50,1008.75,912.9767442
51,1002.875,923.2093023
52,997,933.4418605
53,991.125,943.6744186
54,985.25,953.9069767
55,979.375,964.1395349
56,973.5,974.372093
57,967.625,984.6046512
58,961.75,994.8372093
59,955.875,1005.069767
60,950,1015.302326
61,944.125,1025.534884
62,938.25,1035.767442
63,932.375,1046
64,926.5,1038.442748
65,920.625,1030.885496
66,914.75,1023.328244
67,908.875,1015.770992
68,903,1008.21374
69,897.125,1000.656489
70,891.25,993.0992366
71,885.375,985.5419847
72,879.5,977.9847328
73,873.625,970.4274809
74,867.75,962.870229
75,861.875,955.3129771
76,856,947.7557252
77,850.125,940.1984733
78,844.25,932.6412214
79,838.375,925.0839695
80,832.5,917.5267176
81,826.625,909.9694656
82,820.75,902.4122137
83,814.875,894.8549618
84,809,887.2977099
85,803.125,879.740458
86,797.25,872.1832061
87,791.375,864.6259542
88,785.5,857.0687023
89,779.625,849.5114504
90,773.75,841.9541985
91,767.875,834.3969466
92,762,826.8396947
93,756.125,819.2824427
94,750.25,811.7251908
95,744.375,804.1679389
96,738.5,796.610687
97,732.625,789.0534351
98,726.75,781.4961832
99,720.875,773.9389313
100,715,766.3816794
101,709.125,758.8244275
102,703.25,751.2671756
103,697.375,743.7099237
104,691.5,736.1526718
105,685.625,728.5954198
106,679.75,721.0381679
107,673.875,713.480916
108,668,705.9236641
109,662.125,698.3664122
110,656.25,690.8091603
111,650.375,683.2519084
112,644.5,675.6946565
113,638.625,668.1374046
114,632.75,660.5801527
115,626.875,653.0229008
116,621,645.4656489
117,615.125,637.9083969
118,609.25,630.351145
119,603.375,622.7938931
120,597.5,615.2366412
121,591.625,607.6793893
122,585.75,600.1221374
123,579.875,592.5648855
124,574,585.0076336
125,568.125,577.4503817
126,562.25,569.8931298
127,556.375,562.3358779
128,550.5,554.778626
129,544.625,547.221374
130,538.75,539.6641221
131,532.875,532.1068702
132,527,524.5496183
133,521.125,516.9923664
134,515.25,509.4351145
135,509.375,501.8778626
136,503.5,494.3206107
137,497.625,486.7633588
138,491.75,479.2061069
139,485.875,471.648855
140,480,464.0916031
141,474.125,456.5343511
142,468.25,448.9770992
143,462.375,441.4198473
144,456.5,433.8625954
145,450.625,426.3053435
146,444.75,418.7480916
147,438.875,411.1908397
148,433,403.6335878
149,427.125,396.0763359
150,421.25,388.519084
151,415.375,380.9618321
152,409.5,373.4045802
153,403.625,365.8473282
154,397.75,358.2900763
155,391.875,350.7328244
156,386,343.1755725
157,380.125,335.6183206
158,374.25,328.0610687
159,368.375,320.5038168
160,362.5,312.9465649
161,356.625,305.389313
162,350.75,297.8320611
163,344.875,290.2748092
164,339,282.7175573
165,333.125,275.1603053
166,327.25,267.6030534
167,321.375,260.0458015
168,315.5,252.4885496
169,309.625,244.9312977
170,303.75,237.3740458
171,297.875,229.8167939
172,292,222.259542
173,286.125,214.7022901
174,280.25,207.1450382
175,274.375,199.5877863
176,268.5,192.0305344
177,262.625,184.4732824
178,256.75,176.9160305
179,250.875,169.3587786
180,245,161.8015267
181,239.125,154.2442748
182,233.25,146.6870229
183,227.375,139.129771
184,221.5,131.5725191
185,215.625,124.0152672
186,209.75,116.4580153
187,203.875,108.9007634
188,198,101.3435115
189,192.125,93.78625954
190,186.25,86.22900763
191,180.375,78.67175572
192,174.5,71.11450382
193,168.625,63.55725191
194,162.75,56
195,156.875,67.38333334
196,151,78.76666667
197,145.125,90.15
198,139.25,101.5333333
199,133.375,112.9166667
200,127.5,124.3
201,121.625,135.6833333
202,115.75,147.0666667
203,109.875,158.45
204,104,169.8333333
205,98.125,181.2166667
206,92.25,192.6
207,86.375,203.9833333
208,80.5,215.3666667
209,74.625,226.75
210,68.75,238.1333333
211,62.875,249.5166667
212,57,260.9
213,66,272.2833333
214,75,283.6666667
215,84,295.05
216,93,306.4333333
217,102,317.8166667
218,111,329.2
219,120,340.5833333
220,129,351.9666667
221,138,363.35
222,147,374.7333333
223,156,386.1166667
224,165,397.5
225,174,408.8833333
226,183,420.2666667
227,192,431.65
228,201,443.0333333
229,210,454.4166667
230,219,465.8
231,228,477.1833333
232,237,488.5666667
233,246,499.95
234,255,511.3333333
235,264,522.7166667
236,273,534.1
237,282,545.4833333
238,291,556.8666667
239,300,568.25
240,309,579.6333333
241,318,591.0166667
242,327,602.4
243,336,613.7833333
244,345,625.1666667
245,354,636.55
246,363,647.9333333
247,372,659.3166667
248,381,670.7
249,390,682.0833333
250,399,693.4666667
251,408,704.85
252,417,716.2333333
253,426,727.6166667
254,435,739
